age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_per_week,native.country,income
27,1,604045,Bachelors,13,0,Sales,Not-in-family,White,1,0,0,40,United-States,<=50K
54,2,57101,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,35,United-States,<=50K
60,1,81578,9th,5,1,Sales,Husband,White,1,0,0,40,United-States,<=50K
35,1,54953,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
22,1,184665,HS-grad,9,0,Machine-op-inspct,Own-child,White,0,0,0,40,United-States,<=50K
56,1,146326,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,50,United-States,<=50K
35,1,90406,11th,7,1,Sales,Wife,White,0,0,0,40,United-States,<=50K
23,1,109952,Some-college,10,1,Craft-repair,Husband,White,1,0,0,60,United-States,<=50K
41,1,192107,Bachelors,13,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
27,1,207418,Bachelors,13,0,Prof-specialty,Not-in-family,White,0,0,0,50,United-States,<=50K
36,1,348022,10th,6,1,Other-service,Wife,White,0,0,0,24,United-States,<=50K
43,1,173316,Some-college,10,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
23,?,154921,5th-6th,3,0,?,Not-in-family,White,1,0,0,50,United-States,<=50K
32,1,321313,Masters,14,0,Sales,Own-child,Black,1,0,0,40,United-States,<=50K
43,5,114859,Some-college,10,1,Transport-moving,Husband,White,1,0,0,17,United-States,<=50K
54,2,114520,Some-college,10,1,Sales,Husband,White,1,0,0,40,United-States,<=50K
46,1,125492,Bachelors,13,5,Prof-specialty,Not-in-family,Black,0,0,0,40,United-States,<=50K
61,?,161279,HS-grad,9,6,?,Not-in-family,White,0,0,0,36,United-States,<=50K
23,1,202284,Bachelors,13,0,Sales,Own-child,White,1,0,0,20,United-States,<=50K
24,1,229773,HS-grad,9,0,Machine-op-inspct,Own-child,White,1,0,0,40,United-States,<=50K
33,1,34574,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,43,United-States,<=50K
18,1,334427,10th,6,0,Farming-fishing,Own-child,White,1,0,0,36,United-States,<=50K
23,5,324960,HS-grad,9,0,Farming-fishing,Not-in-family,White,1,0,0,40,Poland,<=50K
43,4,115562,HS-grad,9,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,<=50K
61,1,355645,9th,5,1,Machine-op-inspct,Husband,Black,1,0,0,20,Trinadad&Tobago,<=50K
50,1,185354,Masters,14,5,Exec-managerial,Not-in-family,White,0,0,0,35,United-States,<=50K
31,1,199883,12th,8,5,Transport-moving,Own-child,White,1,0,0,40,United-States,<=50K
31,2,117346,Some-college,10,1,Sales,Husband,White,1,0,0,48,United-States,<=50K
30,1,255004,Assoc-acdm,12,5,Sales,Not-in-family,White,1,0,0,52,United-States,<=50K
25,1,221757,HS-grad,9,5,Craft-repair,Not-in-family,White,1,3325,0,45,United-States,<=50K
29,1,330132,Bachelors,13,0,Sales,Not-in-family,White,0,0,0,60,United-States,<=50K
42,1,195508,11th,7,1,Transport-moving,Husband,Black,1,0,0,40,United-States,<=50K
58,1,238438,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,42,United-States,<=50K
36,2,36425,Some-college,10,5,Sales,Unmarried,White,0,0,0,35,United-States,<=50K
53,3,135643,Bachelors,13,1,Adm-clerical,Wife,Asian-Pac-Islander,0,0,0,50,South,<=50K
31,1,136651,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,Mexico,<=50K
34,1,290763,HS-grad,9,5,Handlers-cleaners,Own-child,White,0,0,0,40,United-States,<=50K
37,5,144322,Assoc-voc,11,0,Adm-clerical,Not-in-family,White,0,0,0,43,United-States,<=50K
49,5,46537,HS-grad,9,5,Adm-clerical,Not-in-family,White,0,594,0,10,United-States,<=50K
21,1,221955,HS-grad,9,0,Machine-op-inspct,Unmarried,White,1,0,0,40,Mexico,<=50K
19,1,208513,HS-grad,9,0,Craft-repair,Other-relative,White,1,0,0,40,United-States,<=50K
53,1,270546,HS-grad,9,5,Priv-house-serv,Not-in-family,White,0,0,0,20,United-States,<=50K
38,1,150601,10th,6,4,Adm-clerical,Unmarried,White,1,0,3770,40,United-States,<=50K
42,1,123816,HS-grad,9,5,Machine-op-inspct,Not-in-family,Black,0,0,0,40,United-States,<=50K
40,1,201764,HS-grad,9,5,Craft-repair,Not-in-family,White,1,0,0,40,United-States,<=50K
57,1,204816,Masters,14,5,Prof-specialty,Not-in-family,White,1,0,0,30,United-States,<=50K
62,?,225657,HS-grad,9,1,?,Husband,White,1,0,0,24,United-States,<=50K
32,4,386877,Assoc-voc,11,0,Tech-support,Own-child,Black,1,4650,0,40,United-States,<=50K
24,2,174391,HS-grad,9,1,Adm-clerical,Wife,White,0,0,0,40,United-States,<=50K
27,5,113545,Bachelors,13,0,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,<=50K
51,?,43909,HS-grad,9,5,?,Unmarried,Black,0,0,0,40,United-States,<=50K
37,1,215476,HS-grad,9,0,Handlers-cleaners,Unmarried,Black,0,0,0,30,United-States,<=50K
35,?,257250,HS-grad,9,0,?,Own-child,White,1,0,0,40,United-States,<=50K
25,1,135568,HS-grad,9,1,Handlers-cleaners,Husband,White,1,0,0,40,United-States,<=50K
66,5,36364,HS-grad,9,1,Craft-repair,Husband,White,1,0,2267,40,United-States,<=50K
39,1,181705,HS-grad,9,1,Prof-specialty,Husband,White,1,0,0,45,United-States,<=50K
45,1,338105,Bachelors,13,1,Adm-clerical,Husband,Asian-Pac-Islander,1,0,0,40,Philippines,<=50K
27,1,335764,11th,7,1,Sales,Own-child,Black,1,0,0,35,United-States,<=50K
26,1,165673,HS-grad,9,1,Sales,Husband,White,1,0,0,40,United-States,<=50K
29,1,246933,HS-grad,9,0,Adm-clerical,Other-relative,White,1,0,0,40,Mexico,<=50K
20,?,114813,10th,6,4,?,Unmarried,White,0,0,0,40,United-States,<=50K
66,?,117778,11th,7,1,?,Husband,White,1,0,0,40,United-States,<=50K
26,1,225279,Some-college,10,0,Prof-specialty,Not-in-family,White,1,0,1602,40,?,<=50K
40,2,111971,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,30,United-States,<=50K
39,1,22494,Bachelors,13,0,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,<=50K
24,1,206671,Assoc-voc,11,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
65,6,172949,HS-grad,9,1,Transport-moving,Husband,White,1,2414,0,20,United-States,<=50K
20,1,237305,Some-college,10,0,Machine-op-inspct,Other-relative,Black,0,0,0,35,United-States,<=50K
38,1,351299,Some-college,10,1,Transport-moving,Husband,Black,1,0,0,50,United-States,<=50K
23,4,53245,Bachelors,13,0,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,<=50K
22,1,163911,Some-college,10,0,Adm-clerical,Own-child,White,0,0,0,20,United-States,<=50K
21,1,202570,12th,8,0,Adm-clerical,Other-relative,Black,1,0,0,48,?,<=50K
44,4,102238,HS-grad,9,5,Craft-repair,Unmarried,White,1,0,0,40,United-States,<=50K
20,1,50397,HS-grad,9,0,Adm-clerical,Own-child,Black,1,0,0,20,United-States,<=50K
59,4,178660,Assoc-acdm,12,1,Adm-clerical,Husband,White,1,0,0,40,United-States,<=50K
40,3,92036,Bachelors,13,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
37,1,74593,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,70,United-States,<=50K
27,?,501172,Some-college,10,1,?,Husband,White,1,0,419,20,Mexico,<=50K
17,1,146268,10th,6,0,Other-service,Own-child,White,0,0,0,10,United-States,<=50K
33,1,202046,Bachelors,13,0,Handlers-cleaners,Not-in-family,White,1,0,2001,40,United-States,<=50K
35,2,454915,9th,5,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
29,1,212102,HS-grad,9,4,Other-service,Unmarried,Black,0,0,0,30,United-States,<=50K
37,2,29814,HS-grad,9,0,Farming-fishing,Unmarried,White,1,0,0,50,United-States,<=50K
48,1,101299,Assoc-acdm,12,1,Prof-specialty,Husband,White,1,0,0,45,United-States,<=50K
21,1,322144,Some-college,10,0,Other-service,Not-in-family,White,1,0,0,40,United-States,<=50K
19,1,175507,HS-grad,9,0,Other-service,Not-in-family,White,0,0,0,30,United-States,<=50K
26,1,182308,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,40,United-States,<=50K
21,1,185251,HS-grad,9,0,Sales,Own-child,White,1,0,0,40,United-States,<=50K
37,1,632613,10th,6,1,Farming-fishing,Husband,White,1,0,0,35,Mexico,<=50K
51,1,183709,Assoc-voc,11,4,Prof-specialty,Unmarried,White,0,0,0,40,United-States,<=50K
25,?,34307,Some-college,10,0,?,Not-in-family,White,1,0,0,40,United-States,<=50K
26,0,208122,Bachelors,13,0,Prof-specialty,Not-in-family,White,1,0,0,15,United-States,<=50K
62,1,319582,HS-grad,9,6,Sales,Not-in-family,White,0,0,0,32,United-States,<=50K
45,1,166056,HS-grad,9,5,Other-service,Unmarried,White,0,0,0,40,United-States,<=50K
49,?,350759,HS-grad,9,1,?,Husband,White,1,0,0,40,United-States,<=50K
23,1,194102,Bachelors,13,0,Exec-managerial,Unmarried,White,1,0,0,40,United-States,<=50K
35,1,54595,12th,8,0,Sales,Not-in-family,Black,0,0,0,40,United-States,<=50K
35,1,144322,HS-grad,9,5,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States,<=50K
19,1,258633,Some-college,10,0,Other-service,Not-in-family,White,0,0,0,30,United-States,<=50K
25,1,208591,Bachelors,13,0,Prof-specialty,Own-child,White,1,0,0,40,United-States,<=50K
23,1,173535,HS-grad,9,0,Sales,Own-child,White,1,0,0,40,United-States,<=50K
44,1,271792,Bachelors,13,3,Exec-managerial,Unmarried,White,0,0,0,40,United-States,<=50K
19,1,188669,Some-college,10,0,Sales,Own-child,White,0,0,0,25,United-States,<=50K
42,1,66006,10th,6,0,Transport-moving,Not-in-family,Black,1,0,0,40,United-States,<=50K
21,1,109414,Some-college,10,0,Prof-specialty,Own-child,Asian-Pac-Islander,1,0,1974,40,United-States,<=50K
39,1,181553,Bachelors,13,5,Exec-managerial,Not-in-family,White,1,0,0,55,United-States,<=50K
39,1,301568,Some-college,10,5,Sales,Unmarried,White,0,0,0,40,United-States,<=50K
64,5,237379,HS-grad,9,1,Handlers-cleaners,Husband,White,1,3471,0,40,United-States,<=50K
24,0,166851,Masters,14,0,Prof-specialty,Not-in-family,White,1,0,0,13,United-States,<=50K
28,1,274579,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,60,United-States,<=50K
23,1,199884,HS-grad,9,0,Adm-clerical,Unmarried,White,0,0,0,45,United-States,<=50K
19,?,195282,HS-grad,9,0,?,Own-child,Black,0,0,0,20,United-States,<=50K
61,1,110920,10th,6,1,Sales,Husband,White,1,0,0,40,United-States,<=50K
46,0,111163,HS-grad,9,4,Adm-clerical,Unmarried,White,0,0,0,38,United-States,<=50K
19,1,501144,Some-college,10,0,Sales,Other-relative,Black,0,0,0,40,United-States,<=50K
39,1,319248,10th,6,0,Other-service,Unmarried,White,0,0,0,25,Mexico,<=50K
25,1,181814,HS-grad,9,0,Craft-repair,Other-relative,White,0,0,0,40,United-States,<=50K
21,1,34616,Some-college,10,0,Sales,Own-child,White,0,0,0,20,United-States,<=50K
35,1,208106,HS-grad,9,1,Sales,Husband,White,1,0,0,40,Ecuador,<=50K
31,1,73585,Assoc-voc,11,1,Prof-specialty,Husband,White,1,0,0,45,United-States,<=50K
42,1,332401,Bachelors,13,0,Sales,Not-in-family,White,1,0,0,40,United-States,<=50K
24,1,382146,Some-college,10,0,Prof-specialty,Not-in-family,Black,1,0,0,40,United-States,<=50K
22,1,317019,Some-college,10,0,Other-service,Not-in-family,White,0,0,0,30,United-States,<=50K
36,1,207157,Some-college,10,5,Other-service,Unmarried,White,0,0,0,40,Mexico,<=50K
27,1,34273,Assoc-voc,11,0,Prof-specialty,Not-in-family,White,0,0,1876,36,Canada,<=50K
36,1,248708,Assoc-acdm,12,0,Craft-repair,Not-in-family,White,1,0,0,40,United-States,<=50K
18,?,387641,Some-college,10,0,?,Own-child,White,1,0,0,40,United-States,<=50K
71,1,235079,Preschool,1,6,Craft-repair,Unmarried,Black,1,0,0,10,United-States,<=50K
51,?,146325,HS-grad,9,1,?,Husband,White,1,0,0,28,United-States,<=50K
65,?,221881,11th,7,1,?,Husband,White,1,0,0,40,Mexico,<=50K
22,1,242912,HS-grad,9,0,Other-service,Unmarried,White,0,0,0,35,United-States,<=50K
21,1,177420,Some-college,10,0,Adm-clerical,Not-in-family,Other,0,0,0,40,United-States,<=50K
56,1,247119,7th-8th,4,6,Machine-op-inspct,Unmarried,Other,0,0,0,40,Dominican-Republic,<=50K
28,?,127833,HS-grad,9,0,?,Unmarried,Black,0,0,0,40,United-States,<=50K
41,1,119721,HS-grad,9,1,Tech-support,Husband,White,1,0,0,40,United-States,<=50K
22,1,201729,9th,5,0,Handlers-cleaners,Other-relative,White,1,0,0,30,United-States,<=50K
39,1,59313,12th,8,3,Transport-moving,Not-in-family,Black,1,0,0,45,?,<=50K
37,1,259284,HS-grad,9,0,Transport-moving,Not-in-family,Black,1,0,0,50,United-States,<=50K
45,1,112929,7th-8th,4,5,Machine-op-inspct,Not-in-family,Black,0,0,0,35,United-States,<=50K
35,1,174597,Bachelors,13,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
37,1,105803,HS-grad,9,1,Handlers-cleaners,Husband,White,1,0,0,40,United-States,<=50K
42,3,125846,1st-4th,2,1,Sales,Husband,White,1,0,0,60,?,<=50K
43,1,282069,Some-college,10,5,Craft-repair,Unmarried,White,1,0,0,42,United-States,<=50K
38,1,186934,Some-college,10,1,Craft-repair,Husband,White,1,0,0,45,United-States,<=50K
18,1,188476,11th,7,0,Exec-managerial,Own-child,White,1,0,0,20,United-States,<=50K
17,?,198797,11th,7,0,?,Own-child,White,1,0,0,20,Peru,<=50K
34,1,265807,HS-grad,9,1,Transport-moving,Husband,White,1,0,2051,55,United-States,<=50K
66,3,115880,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,40,United-States,<=50K
37,2,36989,Some-college,10,1,Farming-fishing,Husband,White,1,0,0,40,United-States,<=50K
46,1,96080,9th,5,4,Craft-repair,Unmarried,White,0,0,0,40,United-States,<=50K
25,1,161007,HS-grad,9,0,Machine-op-inspct,Own-child,White,1,0,0,40,United-States,<=50K
19,1,217418,Some-college,10,0,Adm-clerical,Other-relative,Black,0,0,0,38,United-States,<=50K
63,1,246841,HS-grad,9,1,Handlers-cleaners,Husband,White,1,0,0,40,United-States,<=50K
30,1,342709,HS-grad,9,3,Craft-repair,Other-relative,White,1,0,0,40,United-States,<=50K
20,5,325493,HS-grad,9,0,Handlers-cleaners,Own-child,Black,1,0,0,40,United-States,<=50K
22,1,369387,11th,7,1,Craft-repair,Husband,White,1,0,0,35,United-States,<=50K
31,1,178506,Some-college,10,0,Adm-clerical,Unmarried,Black,0,0,0,40,United-States,<=50K
26,1,37379,Bachelors,13,0,Exec-managerial,Not-in-family,White,0,0,0,45,United-States,<=50K
28,1,47907,Bachelors,13,0,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,<=50K
26,1,153434,HS-grad,9,0,Other-service,Own-child,White,1,0,0,24,United-States,<=50K
18,1,343059,Some-college,10,0,Sales,Own-child,White,0,0,0,40,United-States,<=50K
66,5,261062,Masters,14,6,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,<=50K
58,1,72812,10th,6,0,Other-service,Not-in-family,White,1,0,0,40,United-States,<=50K
46,1,150499,Assoc-acdm,12,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
51,1,120914,7th-8th,4,1,Craft-repair,Husband,White,1,2961,0,40,United-States,<=50K
21,1,216181,Some-college,10,0,Sales,Own-child,White,1,0,0,35,United-States,<=50K
36,?,187983,HS-grad,9,0,?,Unmarried,White,0,0,0,40,United-States,<=50K
48,1,161187,HS-grad,9,0,Adm-clerical,Not-in-family,White,0,2463,0,40,United-States,<=50K
27,1,310850,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,50,United-States,<=50K
26,1,284250,HS-grad,9,0,Craft-repair,Unmarried,Black,0,0,0,40,United-States,<=50K
63,0,216871,Some-college,10,1,Adm-clerical,Husband,White,1,0,1740,40,United-States,<=50K
29,2,178551,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
23,1,260617,10th,6,0,Craft-repair,Not-in-family,White,1,0,0,40,United-States,<=50K
36,1,219483,Some-college,10,0,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,<=50K
40,1,307767,HS-grad,9,1,Sales,Husband,White,1,0,0,60,United-States,<=50K
64,1,148606,10th,6,4,Other-service,Not-in-family,White,0,0,0,35,United-States,<=50K
34,5,105540,Bachelors,13,1,Prof-specialty,Husband,White,1,0,2051,40,United-States,<=50K
21,1,227986,HS-grad,9,0,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States,<=50K
38,1,227794,Bachelors,13,0,Adm-clerical,Not-in-family,Black,1,0,0,40,United-States,<=50K
47,2,162236,Bachelors,13,0,Craft-repair,Not-in-family,White,0,0,0,40,United-States,<=50K
58,1,151910,HS-grad,9,6,Adm-clerical,Unmarried,White,0,0,0,40,United-States,<=50K
31,1,342019,Assoc-acdm,12,1,Prof-specialty,Husband,White,1,0,0,40,United-States,<=50K
25,1,254746,Assoc-voc,11,0,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,<=50K
27,1,113635,HS-grad,9,0,Craft-repair,Not-in-family,White,1,0,0,35,Ireland,<=50K
57,1,124771,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
51,1,125796,11th,7,4,Other-service,Not-in-family,Black,0,0,0,40,Jamaica,<=50K
41,1,143046,Masters,14,0,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,<=50K
20,1,57898,12th,8,0,Farming-fishing,Own-child,White,1,0,0,40,United-States,<=50K
29,0,188986,Assoc-voc,11,0,Tech-support,Not-in-family,White,0,0,1590,64,United-States,<=50K
42,1,134220,Assoc-voc,11,5,Exec-managerial,Own-child,Amer-Indian-Eskimo,0,0,0,40,United-States,<=50K
34,1,98656,Some-college,10,0,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,<=50K
21,1,129172,Some-college,10,0,Other-service,Other-relative,White,1,0,0,16,United-States,<=50K
47,1,125120,Bachelors,13,5,Craft-repair,Not-in-family,White,0,0,0,50,United-States,<=50K
45,5,255559,HS-grad,9,0,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,<=50K
67,?,34122,5th-6th,3,1,?,Husband,White,1,0,0,40,United-States,<=50K
26,4,206983,Prof-school,15,1,Prof-specialty,Husband,White,1,0,0,60,Columbia,<=50K
28,?,161290,Some-college,10,0,?,Own-child,Black,0,0,0,40,United-States,<=50K
45,1,273435,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
61,1,124242,HS-grad,9,1,Protective-serv,Husband,Black,1,0,0,40,India,<=50K
21,1,170456,Assoc-acdm,12,0,Handlers-cleaners,Own-child,White,1,0,0,15,United-States,<=50K
35,5,72338,HS-grad,9,5,Farming-fishing,Own-child,Asian-Pac-Islander,1,0,0,56,United-States,<=50K
38,2,64875,HS-grad,9,5,Farming-fishing,Not-in-family,White,1,0,0,50,United-States,<=50K
31,1,117816,7th-8th,4,5,Handlers-cleaners,Other-relative,White,1,0,0,70,United-States,<=50K
36,1,189670,HS-grad,9,1,Machine-op-inspct,Wife,White,0,0,0,50,United-States,<=50K
28,5,167536,Assoc-acdm,12,6,Prof-specialty,Unmarried,White,1,0,0,40,United-States,<=50K
47,2,318593,HS-grad,9,1,Exec-managerial,Husband,White,1,0,0,25,United-States,<=50K
18,1,401051,10th,6,0,Sales,Own-child,White,0,0,0,35,United-States,<=50K
49,1,146268,Some-college,10,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
36,1,240323,Some-college,10,6,Adm-clerical,Unmarried,Black,0,0,0,40,United-States,<=50K
34,1,422836,HS-grad,9,5,Prof-specialty,Unmarried,White,1,0,0,40,Mexico,<=50K
39,0,55568,HS-grad,9,1,Adm-clerical,Wife,White,0,0,0,40,United-States,<=50K
19,1,57145,HS-grad,9,0,Other-service,Own-child,White,0,0,0,25,United-States,<=50K
22,1,48347,Some-college,10,0,Tech-support,Own-child,White,1,0,0,40,United-States,<=50K
39,1,139906,HS-grad,9,5,Other-service,Unmarried,White,0,0,0,81,United-States,<=50K
29,1,265638,Some-college,10,0,Other-service,Unmarried,Black,0,0,0,40,United-States,<=50K
21,0,166704,Some-college,10,0,Other-service,Own-child,White,0,0,0,14,United-States,<=50K
42,3,90693,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,70,United-States,<=50K
33,2,137674,HS-grad,9,1,Other-service,Husband,Black,1,0,0,40,United-States,<=50K
26,1,120268,HS-grad,9,1,Other-service,Husband,White,1,0,0,50,United-States,<=50K
36,1,218490,Assoc-acdm,12,1,Craft-repair,Husband,White,1,0,0,35,United-States,<=50K
28,1,153869,11th,7,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
54,5,182543,Some-college,10,6,Adm-clerical,Unmarried,White,0,0,0,40,Mexico,<=50K
52,1,54933,Masters,14,5,Prof-specialty,Own-child,White,0,0,0,40,United-States,<=50K
23,1,481175,Some-college,10,0,Exec-managerial,Own-child,Other,1,0,0,24,Peru,<=50K
62,1,214288,HS-grad,9,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,<=50K
21,1,187088,Some-college,10,0,Adm-clerical,Own-child,Other,0,0,0,20,Cuba,<=50K
36,1,281021,HS-grad,9,0,Transport-moving,Not-in-family,White,1,0,0,45,United-States,<=50K
40,1,259307,Some-college,10,0,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,<=50K
45,1,179135,HS-grad,9,5,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,<=50K
20,?,200967,Some-college,10,0,?,Own-child,White,0,0,0,12,United-States,<=50K
62,?,232719,Masters,14,1,?,Husband,White,1,0,0,50,United-States,<=50K
23,1,315065,Some-college,10,0,Other-service,Unmarried,White,1,0,0,35,Mexico,<=50K
63,1,200127,HS-grad,9,6,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,<=50K
20,1,184756,Some-college,10,0,Adm-clerical,Own-child,White,0,0,0,12,United-States,<=50K
37,1,172232,HS-grad,9,5,Other-service,Not-in-family,Black,0,0,0,30,United-States,<=50K
25,1,124111,Bachelors,13,0,Adm-clerical,Own-child,White,0,0,0,40,United-States,<=50K
34,1,157446,HS-grad,9,5,Craft-repair,Unmarried,White,1,0,0,45,United-States,<=50K
42,1,246011,Bachelors,13,1,Prof-specialty,Wife,White,0,0,0,55,United-States,<=50K
22,?,196943,Some-college,10,4,?,Own-child,White,1,0,0,25,United-States,<=50K
52,?,108211,7th-8th,4,1,?,Husband,White,1,0,0,40,United-States,<=50K
42,1,56483,Assoc-acdm,12,5,Adm-clerical,Unmarried,White,0,0,0,40,United-States,<=50K
48,2,324173,Assoc-voc,11,5,Exec-managerial,Not-in-family,White,0,0,0,50,United-States,<=50K
69,2,107548,9th,5,1,Adm-clerical,Husband,White,1,0,0,40,United-States,<=50K
53,1,122412,Bachelors,13,0,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,<=50K
22,1,254547,Some-college,10,0,Adm-clerical,Other-relative,Black,0,0,0,30,Jamaica,<=50K
29,1,173851,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
25,1,232991,5th-6th,3,1,Machine-op-inspct,Husband,Other,1,0,0,40,Mexico,<=50K
22,1,201490,HS-grad,9,0,Adm-clerical,Own-child,White,1,0,0,20,United-States,<=50K
20,5,188950,Some-college,10,0,Protective-serv,Own-child,White,1,0,0,25,United-States,<=50K
63,1,206052,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
32,1,317219,Masters,14,0,Prof-specialty,Not-in-family,White,0,0,1590,40,United-States,<=50K
33,1,153151,HS-grad,9,0,Handlers-cleaners,Own-child,White,1,4416,0,40,United-States,<=50K
45,0,231013,Bachelors,13,5,Protective-serv,Not-in-family,White,1,0,0,40,United-States,<=50K
50,?,156008,11th,7,1,?,Own-child,Black,0,0,0,40,United-States,<=50K
20,?,210781,Some-college,10,0,?,Own-child,White,0,0,0,10,United-States,<=50K
27,1,198197,Bachelors,13,0,Tech-support,Not-in-family,White,1,0,0,45,United-States,<=50K
34,3,157466,HS-grad,9,1,Adm-clerical,Husband,White,1,0,0,45,United-States,<=50K
23,1,112819,HS-grad,9,0,Machine-op-inspct,Own-child,White,1,0,0,40,United-States,<=50K
34,2,24961,HS-grad,9,1,Farming-fishing,Husband,White,1,0,0,80,United-States,<=50K
18,1,404868,11th,7,0,Sales,Own-child,Black,0,0,1602,20,United-States,<=50K
26,1,289700,Some-college,10,1,Other-service,Husband,White,1,0,0,25,United-States,<=50K
34,1,148226,HS-grad,9,0,Machine-op-inspct,Unmarried,Black,0,0,0,48,United-States,<=50K
38,5,134444,Some-college,10,1,Protective-serv,Husband,White,1,0,0,72,United-States,<=50K
20,1,39615,Some-college,10,0,Craft-repair,Own-child,White,1,0,0,40,United-States,<=50K
21,1,315303,Some-college,10,0,Other-service,Own-child,Black,1,0,0,20,United-States,<=50K
23,1,161708,Some-college,10,0,Other-service,Unmarried,White,0,0,0,20,United-States,<=50K
17,1,28031,9th,5,0,Other-service,Own-child,White,1,0,0,16,United-States,<=50K
41,5,173051,Some-college,10,5,Other-service,Unmarried,White,0,0,0,45,United-States,<=50K
24,1,194604,Bachelors,13,0,Sales,Own-child,White,0,0,0,15,United-States,<=50K
66,?,108185,9th,5,1,?,Husband,Black,1,0,0,40,United-States,<=50K
19,?,199609,Some-college,10,0,?,Own-child,White,0,0,0,40,United-States,<=50K
44,1,204235,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,40,United-States,<=50K
45,1,53524,Some-college,10,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
27,2,120126,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,40,United-States,<=50K
54,1,147863,Assoc-voc,11,1,Craft-repair,Husband,Asian-Pac-Islander,1,5013,0,40,Vietnam,<=50K
24,1,241185,HS-grad,9,0,Sales,Not-in-family,White,0,0,0,48,United-States,<=50K
28,1,162551,7th-8th,4,1,Machine-op-inspct,Other-relative,Asian-Pac-Islander,0,0,0,48,China,<=50K
22,3,40767,Some-college,10,1,Craft-repair,Husband,White,1,0,0,40,United-States,<=50K
21,?,253190,Some-college,10,0,?,Own-child,White,1,0,0,48,United-States,<=50K
37,1,124293,Some-college,10,1,Adm-clerical,Husband,White,1,0,0,50,United-States,<=50K
25,?,219987,Assoc-acdm,12,1,?,Husband,White,1,0,0,13,United-States,<=50K
47,1,135803,HS-grad,9,1,Other-service,Husband,Asian-Pac-Islander,1,0,0,25,Philippines,<=50K
37,4,81853,HS-grad,9,5,Prof-specialty,Unmarried,Asian-Pac-Islander,0,0,0,40,?,<=50K
37,1,131827,HS-grad,9,0,Craft-repair,Unmarried,White,1,0,0,40,United-States,<=50K
26,2,281678,Assoc-voc,11,1,Farming-fishing,Husband,White,1,0,0,55,United-States,<=50K
36,1,29984,12th,8,1,Transport-moving,Husband,White,1,0,0,40,United-States,<=50K
37,?,172256,Some-college,10,1,?,Husband,White,1,0,0,20,United-States,<=50K
40,1,144928,Some-college,10,5,Craft-repair,Not-in-family,White,1,0,0,40,United-States,<=50K
39,1,114591,Some-college,10,4,Prof-specialty,Unmarried,White,0,0,0,40,United-States,<=50K
23,1,249277,HS-grad,9,0,Exec-managerial,Own-child,Black,1,0,0,75,United-States,<=50K
